home,away,home_goals,away_goals,played_on,neutral,competition_weight
France,Japan,2,0,2026-01-06,0,0.8
Morocco,Croatia,0,2,2026-01-06,1,1.0
South Korea,Australia,1,2,2026-01-06,0,0.8
France,Ghana,3,1,2026-01-06,1,1.0
Mexico,Germany,1,1,2026-01-06,0,0.8
Belgium,Brazil,0,1,2026-01-07,0,0.8
Ghana,Croatia,0,2,2026-01-07,0,0.8
Portugal,Uruguay,2,2,2026-01-07,0,0.8
Argentina,Switzerland,3,0,2026-01-07,1,1.0
Netherlands,South Korea,1,0,2026-01-07,0,0.8
Portugal,Morocco,1,3,2026-01-07,0,0.8
England,Spain,3,3,2026-01-07,0,0.8
Poland,USA,1,0,2026-01-07,0,0.8
England,Germany,2,2,2026-01-07,0,0.8
Croatia,Australia,3,1,2026-01-08,0,0.8
Switzerland,Spain,1,0,2026-01-08,0,0.8
Poland,Japan,2,0,2026-01-08,1,1.0
Argentina,Poland,3,1,2026-01-08,0,0.8
Morocco,Germany,0,1,2026-01-08,1,1.0
Poland,France,1,2,2026-01-08,1,1.0
Canada,Italy,0,1,2026-01-08,0,0.8
Netherlands,Japan,1,1,2026-01-08,0,0.8
Germany,Italy,1,0,2026-01-09,0,0.8
Mexico,Uruguay,2,0,2026-01-09,1,1.0
Brazil,Italy,1,0,2026-01-09,1,1.0
France,Italy,5,0,2026-01-09,0,0.8
Poland,Belgium,1,2,2026-01-10,0,0.8
South Korea,Senegal,1,1,2026-01-11,0,0.8
Brazil,Ghana,0,2,2026-01-11,0,0.8
South Korea,Canada,2,3,2026-01-12,0,0.8
Spain,Italy,1,2,2026-01-12,0,0.8
Uruguay,USA,0,1,2026-01-12,0,0.8
South Korea,Mexico,1,3,2026-01-12,1,1.0
Spain,Japan,1,0,2026-01-12,0,0.8
Portugal,Brazil,4,1,2026-01-12,1,1.0
Netherlands,Canada,4,0,2026-01-12,1,1.0
Switzerland,Morocco,1,1,2026-01-12,1,1.0
Spain,England,0,0,2026-01-12,0,0.8
Japan,England,2,3,2026-01-12,0,0.8
Portugal,England,4,1,2026-01-12,0,0.8
Australia,France,3,5,2026-01-12,0,0.8
Netherlands,Germany,2,2,2026-01-13,0,0.8
Ghana,Switzerland,3,1,2026-01-13,0,0.8
Netherlands,Mexico,2,2,2026-01-13,1,1.0
Japan,Brazil,1,2,2026-01-13,0,0.8
Spain,Japan,1,0,2026-01-13,1,1.0
England,Germany,1,3,2026-01-13,0,0.8
Argentina,Uruguay,0,0,2026-01-13,0,0.8
Italy,France,2,0,2026-01-13,0,0.8
Uruguay,Morocco,0,1,2026-01-13,0,0.8
Uruguay,Mexico,4,2,2026-01-14,0,0.8
Denmark,Brazil,0,1,2026-01-14,1,1.0
Morocco,Spain,0,2,2026-01-14,0,0.8
Italy,Ghana,3,0,2026-01-14,0,0.8
South Korea,USA,0,1,2026-01-14,0,0.8
South Korea,USA,2,0,2026-01-15,0,0.8
Netherlands,England,2,0,2026-01-15,0,0.8
Italy,Denmark,0,0,2026-01-15,1,1.0
Italy,England,3,2,2026-01-15,0,0.8
France,Senegal,3,0,2026-01-15,0,0.8
Italy,Belgium,3,1,2026-01-16,0,0.8
Spain,Japan,1,2,2026-01-17,0,0.8
Netherlands,Senegal,1,3,2026-01-17,0,0.8
Portugal,Spain,3,0,2026-01-17,0,0.8
Senegal,Germany,1,2,2026-01-17,1,1.0
France,Argentina,1,3,2026-01-17,0,0.8
Italy,Germany,0,1,2026-01-17,0,0.8
Canada,Australia,0,0,2026-01-18,1,1.0
Mexico,Japan,1,1,2026-01-18,1,1.0
Argentina,Croatia,2,0,2026-01-18,1,1.0
Netherlands,Canada,3,0,2026-01-18,0,0.8
Croatia,Argentina,2,1,2026-01-19,0,0.8
Australia,France,1,2,2026-01-19,0,0.8
Japan,Brazil,0,1,2026-01-19,0,0.8
Uruguay,Mexico,0,1,2026-01-19,0,0.8
Senegal,Portugal,4,1,2026-01-19,0,0.8
Germany,Japan,5,0,2026-01-19,0,0.8
France,Uruguay,1,1,2026-01-20,1,1.0
France,Italy,1,2,2026-01-20,1,1.0
Italy,Argentina,1,3,2026-01-20,0,0.8
Japan,England,0,0,2026-01-20,1,1.0
USA,Mexico,3,0,2026-01-21,0,0.8
Argentina,South Korea,1,0,2026-01-21,0,0.8
USA,Ghana,0,0,2026-01-21,0,0.8
Portugal,Brazil,4,1,2026-01-21,0,0.8
France,South Korea,6,0,2026-01-21,0,0.8
Croatia,Portugal,3,1,2026-01-21,0,0.8
Switzerland,France,0,2,2026-01-22,1,1.0
South Korea,Spain,1,2,2026-01-22,0,0.8
France,Spain,0,0,2026-01-22,1,1.0
Belgium,South Korea,2,1,2026-01-22,0,0.8
South Korea,Senegal,3,0,2026-01-22,0,0.8
Germany,France,0,2,2026-01-22,1,1.0
Senegal,Australia,2,2,2026-01-22,0,0.8
Mexico,Poland,1,1,2026-01-23,0,0.8
Australia,Poland,0,4,2026-01-23,0,0.8
Poland,Morocco,2,3,2026-01-23,0,0.8
Canada,Ghana,6,1,2026-01-23,0,0.8
Netherlands,Denmark,1,2,2026-01-23,1,1.0
Croatia,Brazil,1,2,2026-01-24,0,0.8
Denmark,Netherlands,0,0,2026-01-24,1,1.0
Germany,Netherlands,0,2,2026-01-24,1,1.0
Canada,Ghana,0,0,2026-01-24,0,0.8
Portugal,South Korea,1,2,2026-01-24,1,1.0
Netherlands,Germany,0,1,2026-01-25,1,1.0
Argentina,Italy,3,0,2026-01-25,0,0.8
Senegal,Morocco,1,1,2026-01-25,0,0.8
Belgium,Switzerland,1,1,2026-01-25,0,0.8
England,Uruguay,3,1,2026-01-25,0,0.8
France,Uruguay,3,1,2026-01-25,0,0.8
Brazil,Ghana,2,0,2026-01-26,0,0.8
Ghana,Japan,0,3,2026-01-26,0,0.8
Belgium,South Korea,3,2,2026-01-26,0,0.8
Belgium,Canada,3,0,2026-01-26,0,0.8
Denmark,Italy,1,2,2026-01-27,0,0.8
Croatia,USA,1,0,2026-01-27,0,0.8
Morocco,Portugal,2,1,2026-01-27,1,1.0
Senegal,Brazil,1,2,2026-01-27,1,1.0
Morocco,Japan,1,0,2026-01-27,1,1.0
England,Italy,3,2,2026-01-27,0,0.8
Switzerland,Denmark,0,1,2026-01-28,0,0.8
Japan,Switzerland,2,0,2026-01-28,0,0.8
Portugal,Brazil,0,2,2026-01-28,0,0.8
Poland,Belgium,1,3,2026-01-28,1,1.0
Poland,Germany,0,1,2026-01-29,0,0.8
Belgium,South Korea,3,2,2026-01-29,0,0.8
Spain,Senegal,3,1,2026-01-29,0,0.8
France,Uruguay,2,0,2026-01-30,1,1.0
Netherlands,South Korea,0,0,2026-01-30,1,1.0
England,Senegal,2,1,2026-01-30,1,1.0
Argentina,Portugal,3,2,2026-01-31,0,0.8
Spain,Belgium,0,0,2026-01-31,1,1.0
Netherlands,Denmark,1,3,2026-01-31,0,0.8
Mexico,Poland,2,1,2026-01-31,0,0.8
South Korea,Senegal,1,2,2026-01-31,1,1.0
Ghana,England,0,1,2026-01-31,1,1.0
Brazil,Morocco,1,0,2026-02-01,1,1.0
France,Spain,3,2,2026-02-01,1,1.0
Croatia,England,0,1,2026-02-01,1,1.0
South Korea,France,0,1,2026-02-01,0,0.8
Croatia,Uruguay,2,1,2026-02-01,0,0.8
Germany,Spain,2,0,2026-02-01,1,1.0
Australia,USA,1,1,2026-02-01,0,0.8
Poland,Denmark,0,0,2026-02-02,0,0.8
Belgium,Senegal,2,3,2026-02-03,0,0.8
Argentina,USA,0,3,2026-02-03,1,1.0
Australia,Ghana,1,0,2026-02-03,0,0.8
Spain,Italy,0,1,2026-02-03,0,0.8
England,Poland,2,1,2026-02-03,0,0.8
Canada,Belgium,1,2,2026-02-03,0,0.8
Argentina,Canada,6,0,2026-02-04,0,0.8
USA,Spain,4,1,2026-02-04,0,0.8
Canada,England,0,0,2026-02-04,0,0.8
Brazil,Mexico,3,0,2026-02-04,0,0.8
Croatia,Germany,1,0,2026-02-05,0,0.8
USA,Belgium,2,1,2026-02-05,0,0.8
USA,South Korea,2,2,2026-02-05,1,1.0
Switzerland,Australia,2,2,2026-02-05,1,1.0
France,Denmark,4,1,2026-02-05,0,0.8
Poland,Belgium,0,0,2026-02-06,1,1.0
USA,Ghana,2,0,2026-02-06,1,1.0
Canada,France,2,3,2026-02-06,0,0.8
Germany,Poland,5,1,2026-02-06,0,0.8
Poland,Argentina,0,0,2026-02-06,0,0.8
Senegal,Switzerland,1,2,2026-02-06,0,0.8
Spain,Belgium,3,1,2026-02-07,0,0.8
Croatia,Denmark,4,1,2026-02-07,1,1.0
Portugal,Spain,1,2,2026-02-07,1,1.0
Mexico,Denmark,5,0,2026-02-07,0,0.8
Australia,Canada,1,0,2026-02-07,1,1.0
France,South Korea,3,3,2026-02-07,0,0.8
Japan,Mexico,0,3,2026-02-08,1,1.0
Australia,Japan,1,1,2026-02-08,1,1.0
USA,Germany,0,1,2026-02-08,0,0.8
Mexico,Senegal,3,2,2026-02-08,0,0.8
Switzerland,Belgium,1,1,2026-02-08,0,0.8
Denmark,Belgium,0,2,2026-02-08,0,0.8
Australia,Croatia,0,3,2026-02-09,1,1.0
France,Spain,2,0,2026-02-10,1,1.0
South Korea,Morocco,2,0,2026-02-11,0,0.8
Belgium,Croatia,0,2,2026-02-11,0,0.8
Denmark,Uruguay,1,1,2026-02-11,1,1.0
Spain,Argentina,3,1,2026-02-11,0,0.8
Croatia,Canada,3,1,2026-02-11,0,0.8
Canada,Switzerland,0,0,2026-02-12,0,0.8
England,USA,1,0,2026-02-12,1,1.0
Argentina,Morocco,5,1,2026-02-12,0,0.8
Netherlands,Mexico,0,2,2026-02-12,0,0.8
USA,Uruguay,0,0,2026-02-13,1,1.0
Denmark,Brazil,0,2,2026-02-13,1,1.0
Belgium,Spain,1,1,2026-02-13,0,0.8
Argentina,Croatia,0,0,2026-02-14,0,0.8
Belgium,Poland,2,2,2026-02-14,0,0.8
Morocco,Italy,0,2,2026-02-14,1,1.0
Japan,Brazil,0,3,2026-02-14,0,0.8
Brazil,Spain,2,0,2026-02-14,0,0.8
Morocco,Denmark,1,3,2026-02-15,0,0.8
Australia,Switzerland,2,3,2026-02-15,0,0.8
Switzerland,Croatia,2,0,2026-02-15,1,1.0
Denmark,Mexico,0,2,2026-02-15,1,1.0
Argentina,Croatia,5,0,2026-02-15,0,0.8
Australia,Spain,0,0,2026-02-15,0,0.8
Canada,Australia,2,2,2026-02-15,0,0.8
Portugal,Switzerland,2,1,2026-02-16,1,1.0
Poland,Argentina,0,3,2026-02-16,1,1.0
Denmark,Belgium,0,0,2026-02-16,1,1.0
Uruguay,England,1,0,2026-02-17,0,0.8
Germany,Brazil,4,2,2026-02-17,0,0.8
Denmark,Uruguay,0,1,2026-02-17,0,0.8
Italy,Morocco,3,1,2026-02-17,0,0.8
Italy,Japan,4,1,2026-02-17,1,1.0
Uruguay,Denmark,0,2,2026-02-17,0,0.8
Canada,Senegal,2,4,2026-02-17,0,0.8
Denmark,Uruguay,0,2,2026-02-17,0,0.8
South Korea,Belgium,0,4,2026-02-17,0,0.8
England,Spain,2,2,2026-02-18,0,0.8
Belgium,USA,2,1,2026-02-18,1,1.0
South Korea,Portugal,4,6,2026-02-18,0,0.8
Ghana,Croatia,0,3,2026-02-18,0,0.8
Switzerland,Ghana,5,0,2026-02-18,0,0.8
Belgium,Morocco,2,0,2026-02-18,0,0.8
Belgium,France,1,1,2026-02-18,1,1.0
Canada,Ghana,1,0,2026-02-18,1,1.0
Switzerland,Uruguay,0,0,2026-02-19,0,0.8
France,Netherlands,2,1,2026-02-19,0,0.8
Switzerland,Belgium,0,0,2026-02-19,1,1.0
Uruguay,Morocco,1,2,2026-02-19,1,1.0
Portugal,Canada,0,0,2026-02-19,1,1.0
Ghana,Senegal,1,2,2026-02-19,0,0.8
Canada,Netherlands,2,4,2026-02-20,1,1.0
Brazil,Spain,1,2,2026-02-20,1,1.0
Japan,Brazil,2,2,2026-02-20,0,0.8
Switzerland,Germany,1,2,2026-02-20,0,0.8
Switzerland,Uruguay,0,0,2026-02-20,1,1.0
South Korea,England,1,3,2026-02-21,0,0.8
Uruguay,England,0,0,2026-02-21,0,0.8
Germany,USA,3,2,2026-02-21,0,0.8
Spain,Switzerland,2,0,2026-02-22,0,0.8
Argentina,Spain,4,0,2026-02-22,1,1.0
Italy,Argentina,0,1,2026-02-22,0,0.8
Poland,Italy,2,0,2026-02-22,0,0.8
Uruguay,Morocco,0,0,2026-02-22,0,0.8
Canada,Uruguay,1,3,2026-02-23,1,1.0
Italy,Netherlands,0,3,2026-02-23,1,1.0
Switzerland,Portugal,0,1,2026-02-24,0,0.8
Morocco,England,0,4,2026-02-24,1,1.0
Poland,Senegal,2,1,2026-02-24,1,1.0
Senegal,Switzerland,1,0,2026-02-24,0,0.8
Australia,Poland,2,2,2026-02-25,0,0.8
Brazil,France,3,0,2026-02-25,0,0.8
Japan,USA,4,1,2026-02-26,0,0.8
Brazil,Croatia,5,1,2026-02-26,0,0.8
Croatia,Portugal,0,1,2026-02-27,0,0.8
France,Portugal,3,2,2026-02-27,0,0.8
Switzerland,South Korea,2,1,2026-02-27,0,0.8
Japan,Portugal,2,2,2026-02-27,0,0.8
Canada,Mexico,4,0,2026-02-27,0,0.8
Mexico,Italy,0,0,2026-02-27,0,0.8
Italy,Senegal,2,0,2026-02-27,1,1.0
Japan,Spain,0,4,2026-02-27,1,1.0
Spain,Portugal,2,1,2026-02-27,0,0.8
USA,Netherlands,4,0,2026-02-27,0,0.8
South Korea,Canada,3,2,2026-02-27,0,0.8
USA,South Korea,1,1,2026-02-28,1,1.0
Uruguay,Mexico,0,0,2026-02-28,1,1.0
Australia,Japan,2,2,2026-02-28,1,1.0
Argentina,Ghana,3,0,2026-02-28,0,0.8
Portugal,Netherlands,0,0,2026-02-28,0,0.8
Poland,Canada,1,1,2026-03-01,0,0.8
Belgium,Argentina,0,0,2026-03-01,0,0.8
USA,Denmark,4,1,2026-03-01,0,0.8
USA,Netherlands,2,1,2026-03-01,1,1.0
South Korea,France,0,3,2026-03-01,0,0.8
Germany,Croatia,2,2,2026-03-02,0,0.8
South Korea,Ghana,0,0,2026-03-02,0,0.8
Australia,Senegal,0,0,2026-03-02,0,0.8
Denmark,Argentina,0,1,2026-03-02,0,0.8
South Korea,Japan,0,0,2026-03-02,0,0.8
Poland,Uruguay,1,2,2026-03-03,0,0.8
Italy,England,1,0,2026-03-03,0,0.8
Croatia,Canada,2,0,2026-03-03,1,1.0
Croatia,Morocco,1,1,2026-03-03,0,0.8
USA,Croatia,1,0,2026-03-03,0,0.8
Netherlands,Switzerland,3,0,2026-03-03,0,0.8
South Korea,USA,1,2,2026-03-03,0,0.8
Poland,Argentina,1,4,2026-03-03,0,0.8
Spain,Argentina,4,1,2026-03-04,0,0.8
Morocco,Portugal,2,1,2026-03-04,0,0.8
Croatia,Mexico,0,1,2026-03-04,0,0.8
Argentina,Netherlands,0,1,2026-03-04,0,0.8
Japan,Morocco,2,2,2026-03-04,0,0.8
Uruguay,Netherlands,1,2,2026-03-04,0,0.8
Netherlands,Argentina,0,3,2026-03-05,0,0.8
Switzerland,Poland,1,0,2026-03-05,0,0.8
France,Australia,2,1,2026-03-05,0,0.8
Portugal,Uruguay,2,1,2026-03-05,0,0.8
Uruguay,Poland,1,2,2026-03-05,1,1.0
Switzerland,Morocco,0,1,2026-03-06,0,0.8
Spain,Brazil,0,0,2026-03-06,0,0.8
USA,South Korea,2,1,2026-03-06,1,1.0
Australia,Switzerland,0,4,2026-03-07,1,1.0
Ghana,Italy,3,2,2026-03-07,0,0.8
Ghana,Netherlands,1,2,2026-03-07,0,0.8
France,Ghana,1,0,2026-03-07,1,1.0
Japan,Poland,2,1,2026-03-07,0,0.8
Poland,Ghana,2,3,2026-03-07,0,0.8
Australia,Spain,0,2,2026-03-07,0,0.8
Italy,USA,3,1,2026-03-08,0,0.8
South Korea,Japan,1,3,2026-03-08,0,0.8
Germany,Senegal,5,0,2026-03-08,0,0.8
Croatia,Belgium,0,1,2026-03-08,0,0.8
Japan,Denmark,4,0,2026-03-08,0,0.8
Australia,Argentina,2,1,2026-03-08,0,0.8
England,Brazil,3,0,2026-03-09,1,1.0
Croatia,England,1,2,2026-03-09,0,0.8
Denmark,England,0,1,2026-03-09,0,0.8
Portugal,Japan,0,1,2026-03-10,1,1.0
Australia,Belgium,1,1,2026-03-10,1,1.0
Mexico,Croatia,1,1,2026-03-10,0,0.8
Switzerland,Belgium,1,0,2026-03-10,0,0.8
England,Morocco,0,0,2026-03-10,1,1.0
Belgium,Denmark,2,1,2026-03-10,0,0.8
Canada,Croatia,2,3,2026-03-10,0,0.8
Croatia,Brazil,3,1,2026-03-10,1,1.0
Switzerland,France,1,2,2026-03-10,0,0.8
Japan,Denmark,0,0,2026-03-10,0,0.8
Italy,England,1,1,2026-03-10,0,0.8
Denmark,Uruguay,0,0,2026-03-10,0,0.8
France,Croatia,1,0,2026-03-10,1,1.0
Germany,USA,2,0,2026-03-11,0,0.8
Switzerland,USA,1,2,2026-03-11,0,0.8
Poland,England,1,4,2026-03-11,0,0.8
Spain,Poland,1,0,2026-03-11,1,1.0
Argentina,Italy,0,1,2026-03-11,0,0.8
Portugal,Ghana,4,1,2026-03-11,1,1.0
Portugal,Germany,2,4,2026-03-12,0,0.8
England,Mexico,2,1,2026-03-12,0,0.8
Morocco,Croatia,3,0,2026-03-12,1,1.0
Denmark,Belgium,1,1,2026-03-12,1,1.0
Ghana,South Korea,1,0,2026-03-12,0,0.8
Croatia,South Korea,1,2,2026-03-12,0,0.8
Canada,Ghana,1,1,2026-03-13,0,0.8
Spain,Portugal,1,2,2026-03-13,0,0.8
USA,Portugal,0,2,2026-03-13,1,1.0
Canada,Argentina,1,2,2026-03-13,1,1.0
Morocco,Italy,0,1,2026-03-13,0,0.8
Mexico,Japan,1,0,2026-03-14,0,0.8
Australia,England,2,2,2026-03-14,0,0.8
Poland,Italy,1,1,2026-03-14,0,0.8
Italy,Argentina,1,2,2026-03-15,0,0.8
Australia,Argentina,1,0,2026-03-15,0,0.8
Argentina,Switzerland,2,0,2026-03-15,0,0.8
Japan,South Korea,3,2,2026-03-15,0,0.8
Spain,Netherlands,0,0,2026-03-15,1,1.0
USA,Brazil,0,2,2026-03-15,0,0.8
Switzerland,Brazil,0,6,2026-03-15,0,0.8
Italy,USA,3,0,2026-03-15,0,0.8
Australia,South Korea,3,3,2026-03-16,0,0.8
Italy,Poland,2,0,2026-03-16,0,0.8
France,Spain,0,2,2026-03-16,0,0.8
Switzerland,Argentina,4,2,2026-03-16,0,0.8
Denmark,USA,1,2,2026-03-16,1,1.0
Denmark,Mexico,1,0,2026-03-16,0,0.8
France,Netherlands,2,1,2026-03-17,0,0.8
France,England,0,0,2026-03-18,0,0.8
Morocco,Italy,0,0,2026-03-18,0,0.8
Argentina,Croatia,2,1,2026-03-18,0,0.8
Argentina,South Korea,1,0,2026-03-18,1,1.0
Belgium,USA,0,2,2026-03-18,1,1.0
Poland,Switzerland,1,1,2026-03-18,1,1.0
Ghana,Germany,0,1,2026-03-18,0,0.8
Germany,Denmark,1,1,2026-03-18,0,0.8
Argentina,Spain,2,0,2026-03-19,0,0.8
Australia,Croatia,0,4,2026-03-19,0,0.8
Morocco,Canada,0,0,2026-03-19,1,1.0
Senegal,Switzerland,0,0,2026-03-20,1,1.0
USA,Germany,0,1,2026-03-20,0,0.8
Australia,Japan,1,1,2026-03-20,1,1.0
Brazil,Ghana,5,0,2026-03-20,0,0.8
Senegal,Morocco,1,1,2026-03-20,1,1.0
Spain,Japan,1,0,2026-03-20,0,0.8
Netherlands,Switzerland,3,0,2026-03-20,0,0.8
South Korea,Japan,2,1,2026-03-20,1,1.0
Senegal,Brazil,0,5,2026-03-20,0,0.8
Canada,Switzerland,0,1,2026-03-20,0,0.8
Argentina,Italy,0,0,2026-03-20,1,1.0
Ghana,Morocco,0,1,2026-03-21,0,0.8
Poland,South Korea,3,2,2026-03-21,0,0.8
Japan,South Korea,1,1,2026-03-21,0,0.8
Mexico,Ghana,3,3,2026-03-21,0,0.8
Australia,Italy,3,0,2026-03-21,1,1.0
Mexico,Uruguay,1,1,2026-03-21,0,0.8
Canada,Argentina,4,2,2026-03-21,0,0.8
South Korea,Croatia,0,2,2026-03-22,0,0.8
South Korea,France,0,1,2026-03-22,0,0.8
Australia,Ghana,3,1,2026-03-22,1,1.0
Poland,Argentina,0,1,2026-03-22,0,0.8
USA,Germany,0,2,2026-03-22,0,0.8
Portugal,Spain,1,2,2026-03-22,0,0.8
Argentina,Germany,0,0,2026-03-22,0,0.8
Argentina,England,0,2,2026-03-23,0,0.8
England,Brazil,1,2,2026-03-23,0,0.8
Croatia,Ghana,4,0,2026-03-23,0,0.8
Portugal,South Korea,3,0,2026-03-23,0,0.8
Canada,Spain,1,0,2026-03-24,0,0.8
Canada,Italy,0,2,2026-03-24,1,1.0
South Korea,Portugal,2,1,2026-03-25,0,0.8
Belgium,Croatia,2,0,2026-03-25,0,0.8
Italy,Morocco,3,0,2026-03-25,0,0.8
Canada,USA,0,1,2026-03-25,0,0.8
Portugal,Belgium,1,2,2026-03-25,1,1.0
Mexico,Germany,0,1,2026-03-25,1,1.0
Canada,Portugal,0,0,2026-03-26,1,1.0
Switzerland,Brazil,0,0,2026-03-26,1,1.0
Japan,France,0,3,2026-03-26,0,0.8
Poland,Croatia,2,1,2026-03-27,1,1.0
Poland,Portugal,0,1,2026-03-27,0,0.8
Argentina,USA,1,2,2026-03-27,0,0.8
Belgium,Portugal,2,1,2026-03-27,0,0.8
Japan,Croatia,3,2,2026-03-27,0,0.8
Spain,Japan,2,0,2026-03-27,0,0.8
Belgium,Portugal,0,2,2026-03-27,1,1.0
Ghana,Croatia,3,1,2026-03-27,0,0.8
Denmark,Belgium,1,3,2026-03-27,1,1.0
Netherlands,Portugal,0,1,2026-03-27,0,0.8
Ghana,Poland,0,2,2026-03-28,0,0.8
Japan,Canada,0,2,2026-03-28,0,0.8
Uruguay,Netherlands,1,1,2026-03-28,0,0.8
Japan,Switzerland,1,2,2026-03-28,0,0.8
Belgium,Spain,2,0,2026-03-28,0,0.8
Germany,Argentina,2,1,2026-03-29,0,0.8
Denmark,Uruguay,1,0,2026-03-29,0,0.8
Japan,Argentina,0,2,2026-03-29,1,1.0
Morocco,Canada,2,0,2026-03-29,0,0.8
Switzerland,Netherlands,1,3,2026-03-29,0,0.8
France,Croatia,2,1,2026-03-29,0,0.8
Belgium,Uruguay,1,1,2026-03-29,1,1.0
Morocco,England,1,1,2026-03-29,1,1.0
Australia,Croatia,0,3,2026-03-30,1,1.0
Ghana,Australia,2,0,2026-03-30,1,1.0
Canada,England,4,3,2026-03-30,0,0.8
Poland,Netherlands,0,4,2026-03-30,0,0.8
Portugal,South Korea,1,3,2026-03-30,0,0.8
Croatia,Mexico,2,1,2026-03-31,0,0.8
Switzerland,Argentina,1,3,2026-03-31,0,0.8
Brazil,Portugal,2,1,2026-03-31,0,0.8
USA,Mexico,1,1,2026-04-01,0,0.8
South Korea,Uruguay,1,1,2026-04-01,0,0.8
Poland,Italy,0,1,2026-04-01,0,0.8
Mexico,France,2,0,2026-04-01,1,1.0
Poland,Belgium,2,1,2026-04-01,0,0.8
Japan,Australia,1,1,2026-04-01,0,0.8
Italy,Australia,6,0,2026-04-02,0,0.8
Belgium,Portugal,4,2,2026-04-02,0,0.8
France,Japan,2,1,2026-04-02,0,0.8
Uruguay,Argentina,0,2,2026-04-02,0,0.8
Mexico,USA,1,0,2026-04-02,0,0.8
South Korea,France,1,3,2026-04-02,1,1.0
Denmark,Brazil,1,2,2026-04-03,1,1.0
Switzerland,Uruguay,1,0,2026-04-03,1,1.0
Belgium,Senegal,1,0,2026-04-03,0,0.8
Senegal,Belgium,1,1,2026-04-03,1,1.0
Senegal,Denmark,4,1,2026-04-03,0,0.8
France,Netherlands,2,1,2026-04-03,0,0.8
France,Portugal,2,1,2026-04-03,0,0.8
Spain,Poland,4,1,2026-04-03,1,1.0
Portugal,Senegal,3,1,2026-04-03,0,0.8
England,Denmark,1,0,2026-04-04,0,0.8
Uruguay,Morocco,1,0,2026-04-04,1,1.0
Belgium,South Korea,0,1,2026-04-04,0,0.8
France,Argentina,1,0,2026-04-04,0,0.8
Denmark,Belgium,1,2,2026-04-04,0,0.8
Germany,Portugal,2,1,2026-04-04,0,0.8
Australia,Senegal,2,0,2026-04-04,0,0.8
Japan,Canada,3,0,2026-04-05,0,0.8
Ghana,Japan,2,0,2026-04-05,0,0.8
Senegal,Germany,1,1,2026-04-05,1,1.0
France,Morocco,1,0,2026-04-05,1,1.0
Canada,Morocco,2,1,2026-04-05,0,0.8
Senegal,Argentina,2,4,2026-04-06,0,0.8
Netherlands,England,1,1,2026-04-06,0,0.8
Netherlands,Mexico,4,2,2026-04-06,1,1.0
Ghana,Morocco,0,0,2026-04-06,1,1.0
Argentina,Canada,5,0,2026-04-06,0,0.8
Switzerland,France,1,3,2026-04-06,1,1.0
Switzerland,Australia,3,1,2026-04-07,0,0.8
Australia,South Korea,0,3,2026-04-07,0,0.8
Switzerland,Canada,2,1,2026-04-07,0,0.8
Australia,France,1,3,2026-04-07,0,0.8
Mexico,Spain,1,3,2026-04-07,0,0.8
Mexico,Italy,1,3,2026-04-08,1,1.0
Poland,Uruguay,3,1,2026-04-08,0,0.8
Poland,Argentina,0,0,2026-04-08,1,1.0
Belgium,Portugal,1,1,2026-04-08,0,0.8
England,Belgium,0,1,2026-04-08,0,0.8
England,Germany,2,2,2026-04-08,1,1.0
Canada,Netherlands,1,2,2026-04-09,0,0.8
Poland,Senegal,1,1,2026-04-09,1,1.0
Australia,Poland,2,1,2026-04-09,0,0.8
Australia,Argentina,1,1,2026-04-09,0,0.8
Canada,USA,0,5,2026-04-09,0,0.8
Croatia,Germany,3,0,2026-04-09,0,0.8
Canada,France,0,3,2026-04-09,0,0.8
Morocco,Poland,1,0,2026-04-10,0,0.8
South Korea,Croatia,2,3,2026-04-10,1,1.0
Brazil,Spain,1,1,2026-04-10,0,0.8
Canada,Uruguay,1,3,2026-04-10,0,0.8
Poland,Ghana,2,0,2026-04-10,0,0.8
Mexico,Italy,0,1,2026-04-11,0,0.8
Italy,Uruguay,0,2,2026-04-11,1,1.0
England,Switzerland,2,1,2026-04-11,0,0.8
Uruguay,Japan,2,1,2026-04-11,1,1.0
Brazil,Senegal,1,1,2026-04-11,1,1.0
Morocco,Germany,1,0,2026-04-12,1,1.0
Spain,South Korea,3,2,2026-04-12,0,0.8
Switzerland,Uruguay,1,0,2026-04-12,0,0.8
Senegal,France,1,1,2026-04-12,0,0.8
Croatia,Mexico,1,0,2026-04-13,0,0.8
Portugal,Belgium,1,0,2026-04-13,0,0.8
Germany,Canada,3,0,2026-04-13,1,1.0
Japan,France,1,1,2026-04-13,0,0.8
Argentina,Poland,4,1,2026-04-13,0,0.8
Italy,Croatia,3,0,2026-04-13,1,1.0
Ghana,Mexico,0,1,2026-04-13,0,0.8
Switzerland,Denmark,3,0,2026-04-13,1,1.0
Netherlands,Germany,1,0,2026-04-14,1,1.0
Poland,Italy,1,1,2026-04-14,1,1.0
Portugal,Morocco,1,1,2026-04-14,0,0.8
Denmark,Netherlands,1,1,2026-04-14,0,0.8
Morocco,Canada,1,0,2026-04-15,0,0.8
England,Canada,1,0,2026-04-15,0,0.8
Portugal,Denmark,5,0,2026-04-16,1,1.0
Italy,Belgium,1,2,2026-04-16,0,0.8
Canada,France,1,3,2026-04-16,0,0.8
Spain,Brazil,0,1,2026-04-16,0,0.8
Germany,Ghana,1,1,2026-04-16,0,0.8
Ghana,Japan,1,0,2026-04-17,1,1.0
Canada,Senegal,1,0,2026-04-17,1,1.0
